emp_no,first_name,last_name,to_date,title
419663,Vatsa,Ananiadou,9999-01-01,Technique Leader
419667,Christoper,Masada,1995-04-28,Senior Staff
419669,Florina,Monarch,9999-01-01,Senior Staff
419670,Otilia,Kuzuoka,9999-01-01,Technique Leader
419675,Kousuke,Karlin,2000-01-05,Engineer
419681,Arve,Merks,1999-03-16,Engineer
419683,Barry,Ghandeharizadeh,9999-01-01,Staff
419688,Nechama,Raney,9999-01-01,Senior Staff
419690,Adel,Schapiro,9999-01-01,Senior Staff
419697,Aiichiro,Braunschweig,1998-04-16,Engineer
419699,Tetsushi,Nastansky,9999-01-01,Senior Engineer
419704,Adin,Mitina,1997-04-01,Senior Engineer
419706,Vivian,Kakkad,1991-06-29,Staff
419716,Lakshmi,Henders,2000-03-07,Technique Leader
419717,Rosalie,Tsunoo,9999-01-01,Senior Engineer
419719,Gay,Reinhart,9999-01-01,Senior Staff
419720,Chirstian,Luft,9999-01-01,Senior Engineer
419723,Oscar,Picaronny,9999-01-01,Senior Staff
419726,Rosita,Bellone,9999-01-01,Senior Engineer
419730,Keiichiro,Limongiello,9999-01-01,Engineer
419742,Neven,Lindqvist,9999-01-01,Staff
419743,Shih,Taubman,2000-01-23,Engineer
419748,Jixiang,Rindone,9999-01-01,Senior Engineer
419753,Divine,Ebeling,9999-01-01,Senior Engineer
419763,Heng,Restivo,9999-01-01,Staff
419764,Frazer,Cherinka,9999-01-01,Staff
419765,Hisao,Isaak,9999-01-01,Staff
419767,Uma,Penz,9999-01-01,Staff
419770,Tadahiro,Weedman,9999-01-01,Senior Engineer
419773,Takanari,Llado,9999-01-01,Senior Engineer
419778,Vitali,Deverell,9999-01-01,Engineer
419780,Rafail,Aamodt,9999-01-01,Staff
419781,Jordanka,Karnin,9999-01-01,Senior Staff
419783,Kwun,Puppo,9999-01-01,Senior Staff
419787,Shahar,Bahl,9999-01-01,Senior Engineer
419793,Koldo,Iacovou,9999-01-01,Technique Leader
419796,Mechthild,Kopetz,1998-08-17,Senior Engineer
419798,Lenore,Cardazo,2001-04-18,Technique Leader
419799,Emdad,Uhrik,1999-10-21,Technique Leader
419800,Serap,Grospietsch,9999-01-01,Senior Engineer
419803,Karlis,Molenkamp,9999-01-01,Senior Engineer
419808,Idoia,Kuhnemann,1998-11-25,Senior Engineer
419812,Gina,Kieras,9999-01-01,Senior Engineer
419818,Sanjoy,Emiris,9999-01-01,Staff
419819,Karoline,Chimia,9999-01-01,Senior Staff
419827,Boaz,Cyne,9999-01-01,Senior Staff
419828,Nectarios,Skogmar,9999-01-01,Senior Engineer
419835,Kauko,Oppitz,9999-01-01,Senior Staff
419837,Poornachandra,Morrey,9999-01-01,Senior Staff
419840,Chiranjit,Zultner,9999-01-01,Senior Engineer
419842,Kamran,Picel,1990-07-13,Technique Leader
419844,Yefim,Blokdijk,9999-01-01,Senior Staff
419852,Guther,Munro,9999-01-01,Engineer
419860,Behnaam,Gide,9999-01-01,Technique Leader
419862,Odinaldo,Bressoud,9999-01-01,Senior Engineer
419866,Shridhar,Ghazalie,9999-01-01,Senior Staff
419870,Zongyan,Ligten,1990-04-20,Engineer
419872,Conrado,Katiyar,9999-01-01,Senior Engineer
419874,Kinh,Zeleznik,9999-01-01,Senior Engineer
419879,Chandrasekaran,Journel,9999-01-01,Senior Engineer
419884,Heejo,Dichev,9999-01-01,Assistant Engineer
419887,Sudhanshu,Pettey,9999-01-01,Engineer
419891,Kazuyasu,Setia,9999-01-01,Senior Engineer
419892,Eric,Rubsam,9999-01-01,Senior Engineer
419893,Paloma,Brlek,9999-01-01,Engineer
419898,Zhanqiu,Merkl,9999-01-01,Senior Staff
419900,Miyeon,Figueira,9999-01-01,Senior Engineer
419903,Conor,Merro,9999-01-01,Staff
419906,Mandell,Murillo,9999-01-01,Technique Leader
419907,Tayeb,Rajaraman,9999-01-01,Senior Staff
419909,Ranan,Gils,2002-07-23,Senior Staff
419911,Seongbin,Hofstetter,9999-01-01,Senior Staff
419912,Jeanne,Kolvik,9999-01-01,Senior Engineer
419915,Bingning,Lampe,9999-01-01,Senior Staff
419922,Cullen,Thimonier,9999-01-01,Staff
419931,Yishay,Koblick,9999-01-01,Senior Engineer
419934,Ramachenga,Cronin,2001-04-10,Senior Engineer
419935,Shushma,Perfilyeva,9999-01-01,Senior Engineer
419940,Chuanti,Himler,2002-07-14,Senior Engineer
419954,Yakkov,Katalagarianos,9999-01-01,Senior Engineer
419955,Pramod,Ferretti,9999-01-01,Senior Staff
419957,Weidon,Kirkerud,9999-01-01,Staff
419959,Arlette,Back,2001-05-24,Engineer
419960,Chikako,Heping,9999-01-01,Senior Engineer
419962,Fei,Gubsky,9999-01-01,Senior Engineer
419968,Margareta,Strehl,9999-01-01,Senior Staff
419981,Tomoyuki,Heydon,9999-01-01,Engineer
419982,Carrsten,Grandbois,1997-06-22,Engineer
419986,Cristinel,Belinskaya,9999-01-01,Senior Engineer
419988,Siddarth,Roison,9999-01-01,Senior Engineer
419991,Branimir,Perelgut,1998-07-18,Engineer
419992,Mototsugu,Kenevan,9999-01-01,Senior Staff
419996,Garnik,Heystek,9999-01-01,Senior Engineer
420002,Pranjal,Gischer,9999-01-01,Staff
420004,Uriel,Benaini,9999-01-01,Engineer
420006,Jamaludin,Kakkar,9999-01-01,Senior Engineer
420007,Pranas,Mahmud,1996-11-16,Staff
420011,Shuzo,Stellhorn,9999-01-01,Senior Staff
420013,Pranav,Syang,9999-01-01,Senior Staff
420020,Khosrow,Engberts,9999-01-01,Senior Staff
420030,Arun,Vidal,9999-01-01,Senior Staff
420032,Frederique,Godskesen,9999-01-01,Engineer
420034,Pascal,Beilner,9999-01-01,Senior Staff
420037,Jayson,Impagliazzo,1998-03-15,Engineer
420040,Minghong,Ghelli,9999-01-01,Engineer
420045,Baziley,Tasistro,9999-01-01,Senior Engineer
420047,Tsuneo,Hiltgen,9999-01-01,Senior Engineer
420048,Khue,Kalafatis,9999-01-01,Senior Staff
420052,Kwangjo,Chinal,1996-12-26,Senior Engineer
420053,Kaijung,Chimia,9999-01-01,Engineer
420054,Arif,Iivonen,9999-01-01,Senior Engineer
420055,Randi,Munoz,1998-08-18,Senior Engineer
420060,Gad,Jakobus,1992-07-09,Engineer
420064,Toshimitsu,Tibblin,9999-01-01,Staff
420065,Christophe,Chenney,9999-01-01,Senior Engineer
420066,Chinho,Jumpertz,9999-01-01,Senior Staff
420072,Lansing,Marshall,9999-01-01,Staff
420073,Spyrose,DeMori,9999-01-01,Senior Engineer
420074,Kerryn,Gire,9999-01-01,Senior Engineer
420081,Mingsen,Grandbois,9999-01-01,Senior Engineer
420083,Xuedong,Shackel,1998-05-29,Staff
420084,Hidefumi,Paciorek,9999-01-01,Senior Engineer
420090,Gao,Baaz,9999-01-01,Senior Staff
420092,Prodip,Impagliazzo,9999-01-01,Senior Engineer
420098,Toong,Pelc,9999-01-01,Staff
420099,Khoa,Constantine,9999-01-01,Assistant Engineer
420100,Jovan,Demri,1998-11-21,Engineer
420103,Shir,Cincotta,2000-11-30,Staff
420104,Taegyun,Simkin,9999-01-01,Senior Staff
420107,Jingling,Frijda,9999-01-01,Senior Staff
420108,Udo,Yeung,9999-01-01,Assistant Engineer
420114,Sarita,Heydon,9999-01-01,Senior Staff
420118,Hatem,Mellouli,9999-01-01,Engineer
420119,Gita,Ballarin,1995-05-30,Senior Engineer
420125,Yongmao,Itschner,9999-01-01,Staff
420126,Masato,Teitelbaum,2000-12-01,Staff
420128,Shim,Dalton,9999-01-01,Engineer
420129,Elvis,Vrecion,9999-01-01,Senior Staff
420132,Khaled,Decleir,9999-01-01,Senior Engineer
420135,Maia,Bala,1998-06-09,Staff
420139,Zhensheng,Pews,1999-08-14,Senior Engineer
420152,Annemarie,Versino,9999-01-01,Staff
420153,Harngdar,Byoun,9999-01-01,Staff
420158,Jasminko,Henders,1999-11-04,Senior Staff
420159,Pragnesh,DasSarma,9999-01-01,Assistant Engineer
420160,Berhard,Ruther,9999-01-01,Senior Engineer
420177,Yunming,Khamsi,9999-01-01,Senior Engineer
420180,Van,Feinberg,9999-01-01,Senior Staff
420182,Dhritiman,Guerreiro,9999-01-01,Senior Staff
420187,Adit,Picht,1997-08-08,Senior Engineer
420192,Tadahiro,Cooke,9999-01-01,Senior Engineer
420202,Stepehn,Perz,9999-01-01,Staff
420205,Edwin,Shihab,1998-02-06,Senior Staff
420212,Vesna,Gronowski,9999-01-01,Senior Staff
420213,Jungsoon,Compeau,9999-01-01,Senior Engineer
420216,Arumugam,Kalefeld,9999-01-01,Engineer
420217,Maren,Streit,9999-01-01,Senior Staff
420223,Mabo,Naudin,2001-08-19,Senior Staff
420225,Sakthirel,Baig,9999-01-01,Staff
420226,Kagan,Lalonde,9999-01-01,Senior Engineer
420228,Takahiro,Sigstam,9999-01-01,Senior Engineer
420229,Kristian,Esposito,9999-01-01,Senior Staff
420232,Claudi,Heystek,9999-01-01,Senior Staff
420234,Pasqua,Ariola,2000-02-20,Staff
420236,Hilary,Heusch,9999-01-01,Senior Engineer
420242,Nalini,Hanratty,9999-01-01,Senior Engineer
420243,Chenyi,Lunt,9999-01-01,Senior Staff
420248,Zine,Pulkowski,9999-01-01,Senior Engineer
420256,Wilmer,Maraist,9999-01-01,Senior Staff
420259,Qunsheng,Boguraev,2001-10-16,Senior Staff
420265,Wanqing,Weedman,1997-03-30,Staff
420266,Georgi,Armand,9999-01-01,Engineer
420268,Kinh,Hambrick,9999-01-01,Engineer
420272,Ebru,Kornatzky,1991-12-26,Senior Engineer
420295,Georgi,Kuhnemann,9999-01-01,Senior Staff
420299,Lena,Wrigley,2001-01-15,Engineer
420308,Zhensheng,Bruckman,9999-01-01,Staff
420312,Henk,Argence,9999-01-01,Senior Staff
420314,Oguz,Demke,9999-01-01,Senior Staff
420315,Ziyad,Zallocco,9999-01-01,Senior Engineer
420320,Nahla,Poupard,9999-01-01,Senior Staff
420321,Sakthirel,Eastman,9999-01-01,Senior Engineer
420328,Mohamadou,Carrera,9999-01-01,Engineer
420329,Marko,Collavizza,9999-01-01,Engineer
420331,Xiaoshan,Oxenboll,9999-01-01,Senior Engineer
420337,Abdulah,Ranum,9999-01-01,Senior Staff
420340,Elliott,Fontan,9999-01-01,Senior Engineer
420341,Dekang,Dalton,9999-01-01,Senior Staff
420346,Chikako,Gihr,9999-01-01,Staff
420348,Udaiprakash,Panienski,9999-01-01,Senior Engineer
420350,Lansing,Androutsos,9999-01-01,Technique Leader
420351,Arunachalam,Narlikar,1998-12-28,Engineer
420352,Matk,Krohn,9999-01-01,Staff
420358,Huei,Ressouche,9999-01-01,Senior Staff
420362,Uinam,Cooley,9999-01-01,Senior Staff
420363,Seongbae,Garrabrants,9999-01-01,Senior Staff
420364,Valery,DuBourdieux,1995-03-31,Senior Engineer
420367,Akeno,Barriga,9999-01-01,Staff
420368,Manibrata,Veevers,9999-01-01,Senior Staff
420369,Hisao,Prampolini,9999-01-01,Senior Engineer
420370,Berry,Ramsak,9999-01-01,Engineer
420371,Muneo,Deverell,9999-01-01,Senior Engineer
420372,Adit,Compeau,2002-04-15,Engineer
420381,Kitty,Szmurlo,9999-01-01,Staff
420382,Wanqing,Lieberherr,9999-01-01,Senior Staff
420383,Shushma,Chelton,9999-01-01,Senior Engineer
420387,Shounak,Rodiger,9999-01-01,Senior Staff
420390,Mostafa,Pillow,9999-01-01,Senior Staff
420394,Khun,Worfolk,9999-01-01,Senior Staff
420402,Arve,Rosca,9999-01-01,Senior Staff
420404,Oksana,Lovengreen,9999-01-01,Senior Staff
420406,Utz,Basart,9999-01-01,Technique Leader
420417,Aron,Lindqvist,2002-07-10,Staff
420418,Eben,Farrar,9999-01-01,Senior Staff
420420,Mayuko,Bressoud,9999-01-01,Senior Engineer
420423,Niclas,Guerreiro,9999-01-01,Engineer
420425,Zita,Hiraishi,9999-01-01,Senior Staff
420426,Pranav,Bisiani,9999-01-01,Senior Staff
420428,Behnaam,Francisci,9999-01-01,Senior Staff
420438,Danae,Farrel,2001-05-27,Technique Leader
420442,Christoper,Nations,2001-10-11,Engineer
420444,Radhika,Pettis,9999-01-01,Senior Engineer
420446,Giordano,Emden,9999-01-01,Senior Staff
420451,Tonny,Cichocki,2001-10-08,Staff
420460,Malu,Salvesen,9999-01-01,Senior Engineer
420471,Patricio,Bolotov,9999-01-01,Engineer
420478,Jaihie,Kranzdorf,2001-01-20,Senior Engineer
420481,Billie,Hardjono,9999-01-01,Technique Leader
420490,Torsten,Itzfeldt,9999-01-01,Engineer
420492,Arie,Versino,9999-01-01,Senior Engineer
420493,Yuriy,Albarhamtoshy,9999-01-01,Senior Staff
420498,Moti,Sullins,9999-01-01,Senior Engineer
420499,Alenka,Picaronny,9999-01-01,Senior Staff
420502,Mani,Vanwelkenhuysen,1995-12-13,Senior Engineer
420504,Gen,Restivo,9999-01-01,Senior Staff
420509,Dzung,Mahmud,9999-01-01,Senior Staff
420512,Xinglin,Veevers,9999-01-01,Engineer
420513,Claudi,Fargier,9999-01-01,Staff
420518,Ioana,Valtorta,9999-01-01,Senior Staff
420520,Shan,Antonisse,9999-01-01,Senior Engineer
420522,Tua,Kadhim,9999-01-01,Engineer
420523,Danco,Andreotta,2000-12-31,Staff
420526,Huai,Kragelund,9999-01-01,Staff
420528,Geraldo,Driscoll,9999-01-01,Engineer
420532,Zdislav,Buchter,9999-01-01,Senior Engineer
420537,Jongsuk,Genin,9999-01-01,Staff
420541,Rasiah,Bernardeschi,9999-01-01,Staff
420544,Fumiya,Detkin,9999-01-01,Senior Staff
420547,Danae,Ashish,9999-01-01,Senior Staff
420552,Shahab,Zeidenstein,9999-01-01,Senior Staff
420562,Anoosh,Danner,9999-01-01,Senior Staff
420565,Aleksandar,Kinley,1992-06-10,Engineer
420567,Masali,Kambil,9999-01-01,Senior Engineer
420569,Nikolaus,Trystram,9999-01-01,Senior Engineer
420570,Nigel,Middleton,1997-03-12,Senior Staff
420576,Yuuichi,Deverell,9999-01-01,Staff
420578,Francoise,Kalsbeek,9999-01-01,Technique Leader
420581,Chiradeep,Crooks,9999-01-01,Senior Engineer
420587,Bojan,Dolinsky,2001-07-26,Assistant Engineer
420591,Masoud,Barreiro,1996-08-20,Staff
420592,Moriyoshi,Nanard,9999-01-01,Senior Engineer
420593,Geoff,Toyoshima,9999-01-01,Senior Staff
420596,Tianruo,Gadepally,9999-01-01,Senior Engineer
420597,Ferdinand,Bamford,9999-01-01,Assistant Engineer
420604,Hausi,Dalphin,9999-01-01,Assistant Engineer
420617,Xiahua,Gilg,9999-01-01,Senior Staff
420619,Guangming,Mayerwieser,1999-12-18,Engineer
420621,Stella,Erni,9999-01-01,Senior Engineer
420622,Susanna,Katzenelson,9999-01-01,Senior Staff
420625,Bouchung,Oppitz,9999-01-01,Staff
420626,Foong,England,2001-05-24,Senior Engineer
420628,Kagan,Bojadziev,9999-01-01,Senior Staff
420630,Rasikan,Thebaut,1992-05-07,Technique Leader
420633,Izaskun,Cangellaris,9999-01-01,Senior Staff
420637,Oddvar,Ligten,1995-02-03,Engineer
420638,Vivian,Schnabel,9999-01-01,Staff
420644,Magdalena,Bojadziev,1987-12-03,Senior Staff
420647,Shooichi,Ranum,9999-01-01,Senior Engineer
420649,Vitali,Gyorkos,9999-01-01,Engineer
420654,Adam,Wursthorn,9999-01-01,Senior Staff
420655,Seshu,Yamaashi,9999-01-01,Senior Engineer
420660,Shigeo,Kusakari,9999-01-01,Engineer
420661,Bowen,Speckmann,9999-01-01,Senior Staff
420664,Ingemar,Dratva,2001-03-18,Senior Staff
420669,Alenka,Nollmann,9999-01-01,Senior Engineer
420676,Navid,Garnier,9999-01-01,Senior Engineer
420679,Rosalyn,Ghandeharizadeh,9999-01-01,Senior Staff
420680,Oscar,Radwan,9999-01-01,Staff
420682,Yurij,Krohn,9999-01-01,Senior Engineer
420684,Stein,Percebois,9999-01-01,Senior Staff
420686,Gay,Tiemann,1993-12-12,Technique Leader
420689,Elvia,Koshiba,9999-01-01,Engineer
420692,Khosrow,Rosaz,9999-01-01,Senior Engineer
420695,Leif,Ferriere,9999-01-01,Technique Leader
420696,Randi,Masada,9999-01-01,Senior Staff
420702,Vitaly,Ligten,1995-05-15,Senior Engineer
420703,Shaowei,Kornyak,9999-01-01,Senior Engineer
420705,Yechiam,Nations,9999-01-01,Senior Engineer
420708,Tran,Brattka,9999-01-01,Senior Engineer
420709,Piyush,Lamba,9999-01-01,Senior Staff
420710,Zhiwei,Sifakis,9999-01-01,Senior Engineer
420711,Berto,Iisaku,1997-03-22,Assistant Engineer
420712,Josyula,Plump,9999-01-01,Senior Engineer
420714,Mohua,Marrakchi,9999-01-01,Staff
420716,Masasuke,Middleton,9999-01-01,Senior Engineer
420733,Jungsoon,Delaune,9999-01-01,Senior Staff
420735,Sasan,Baez,9999-01-01,Senior Engineer
420738,Rafols,Lorin,9999-01-01,Senior Engineer
420742,Elvis,Schwartzburd,1997-09-18,Senior Engineer
420745,Shem,Gulak,9999-01-01,Senior Staff
420747,Weicheng,Maccarone,9999-01-01,Engineer
420751,Valter,Rodite,9999-01-01,Engineer
420752,Anwar,Munch,9999-01-01,Senior Engineer
420756,Guther,Demri,9999-01-01,Senior Staff
420758,Abdulah,Iisaku,9999-01-01,Technique Leader
420761,Anneke,Maliniak,9999-01-01,Senior Engineer
420767,Dung,Baalen,9999-01-01,Staff
420768,Mary,Cyne,9999-01-01,Engineer
420770,Candido,Pietrzykowski,9999-01-01,Senior Staff
420772,Domenick,Kulisch,1997-09-30,Senior Staff
420782,Hsiangchu,Michaels,9999-01-01,Senior Engineer
420783,Oddvar,Jervis,9999-01-01,Senior Engineer
420785,Goncalo,Mateescu,9999-01-01,Assistant Engineer
420787,Uta,Huhdanpaa,9999-01-01,Engineer
420788,Jeane,Murtafg,1994-08-10,Staff
420790,Irene,Ulupinar,9999-01-01,Engineer
420798,Berthier,Ebeling,9999-01-01,Senior Engineer
420801,Khosrow,Speek,9999-01-01,Senior Staff
420808,Toshimitsu,Kobuchi,9999-01-01,Senior Engineer
420809,Sverrir,Buchter,9999-01-01,Engineer
420811,Tetsushi,Shackel,1994-02-20,Engineer
420815,Oldrich,Panangaden,9999-01-01,Engineer
420816,Vitali,Benner,9999-01-01,Senior Engineer
420817,Shietung,Kroft,9999-01-01,Senior Staff
420819,Dipayan,Zambonelli,9999-01-01,Senior Engineer
420820,Fen,Vigier,2000-01-29,Staff
420822,Becky,Whitcomb,9999-01-01,Senior Engineer
420825,Kazuhiro,Gischer,2000-04-08,Staff
420829,Heekeun,Klassen,9999-01-01,Senior Engineer
420833,Phuoc,Fraisse,9999-01-01,Senior Staff
420835,Remmert,Schach,1995-10-26,Senior Engineer
420838,Elvia,Schaar,9999-01-01,Senior Staff
420839,Randi,Levergood,9999-01-01,Senior Staff
420849,Jessie,Lorie,9999-01-01,Engineer
420853,Murthy,Bojadziev,9999-01-01,Senior Engineer
420869,Zorica,Oskamp,1991-08-06,Staff
420870,Baoqiu,Miara,9999-01-01,Engineer
420874,Jinya,Hiyoshi,9999-01-01,Senior Staff
420878,Pasqua,Harbusch,9999-01-01,Assistant Engineer
420882,Kankanahalli,Snedden,1999-03-23,Senior Staff
420889,Shuky,Waleschkowski,2000-07-15,Senior Engineer
420890,Kayoko,Hiltgen,2001-03-22,Senior Engineer
420893,Nikolaos,Thombley,9999-01-01,Senior Staff
420899,Ortrud,Kitsuregawa,9999-01-01,Staff
420902,Yishai,Hutton,9999-01-01,Senior Staff
420903,Erez,Hutter,9999-01-01,Technique Leader
420909,Heeju,Plump,9999-01-01,Senior Engineer
420912,Arfst,Angelov,2000-10-04,Senior Engineer
420913,Poornachandra,Tibblin,9999-01-01,Senior Engineer
420916,Kwangho,Gischer,9999-01-01,Senior Engineer
420922,Peer,Schwartzburd,9999-01-01,Senior Staff
420923,Martial,Masamoto,9999-01-01,Senior Staff
420931,Sumant,Braccini,9999-01-01,Senior Engineer
420933,Gila,Kroon,9999-01-01,Senior Engineer
420938,Jingling,Baba,9999-01-01,Senior Staff
420941,Juyoung,Heydon,9999-01-01,Engineer
420942,Shan,Streit,9999-01-01,Senior Engineer
420944,Francesca,Rajala,9999-01-01,Senior Staff
420946,Kwun,Bultermann,9999-01-01,Senior Staff
420949,Changho,Demke,1989-01-10,Engineer
420950,Bouchung,Feldhoffer,9999-01-01,Senior Engineer
420951,Moriyoshi,Ventosa,9999-01-01,Senior Staff
420958,Dinkar,Quittner,9999-01-01,Senior Engineer
420960,Ebbe,Chenoweth,9999-01-01,Senior Engineer
420962,Leucio,Luga,9999-01-01,Engineer
420963,Leaf,Schnabel,9999-01-01,Senior Engineer
420964,Roddy,Levasseur,9999-01-01,Senior Staff
420965,Alenka,Thorensen,2000-07-19,Senior Staff
420971,Ebru,Zizka,2000-06-28,Senior Staff
420973,Conrado,Uehara,9999-01-01,Senior Staff
420979,Zijian,Hiltgen,1996-12-05,Senior Engineer
420982,Serge,Laurillard,9999-01-01,Technique Leader
420988,Chuanyi,Itzigehl,9999-01-01,Technique Leader
420991,Mingdong,Cyre,9999-01-01,Senior Engineer
420993,Leandro,Bernini,1996-10-30,Staff
420997,Maik,Gill,9999-01-01,Technique Leader
420999,Tze,Carrera,9999-01-01,Senior Staff
421003,Khatoun,Marshall,9999-01-01,Engineer
421010,Mihalis,Zaiane,9999-01-01,Senior Engineer
421011,Masamitsu,Thorelli,9999-01-01,Senior Staff
421013,Nechama,Hmelo,9999-01-01,Engineer
421016,Taizo,Schreiter,9999-01-01,Senior Engineer
421018,Shih,Tokunaga,9999-01-01,Senior Staff
421024,Shuky,Strehl,9999-01-01,Engineer
421029,Rafail,Murrill,9999-01-01,Engineer
421032,Aemilian,Trachtenberg,9999-01-01,Senior Staff
421034,Mario,Ratnaker,9999-01-01,Engineer
421040,Chuanyi,Moehrke,9999-01-01,Senior Engineer
421042,Mitsuyuki,Legleitner,9999-01-01,Staff
421043,Vidya,Piveteau,9999-01-01,Senior Engineer
421045,Chuanti,Takanami,9999-01-01,Senior Engineer
421046,Olivera,Swiss,9999-01-01,Staff
421050,Zita,Olivero,9999-01-01,Senior Engineer
421051,Sachem,Wendorf,9999-01-01,Senior Engineer
421065,Hongzhu,Felder,1997-01-16,Staff
421066,JiYoung,Auria,1995-11-28,Senior Staff
421076,Clyde,Gecseg,9999-01-01,Senior Engineer
421078,Sanjoy,Jiafu,9999-01-01,Senior Staff
421080,Changho,Muhling,9999-01-01,Assistant Engineer
421081,Berni,Karunanithi,1999-05-14,Staff
421086,Frederique,Radivojevic,1999-12-28,Technique Leader
421089,Jouni,Peternell,9999-01-01,Senior Engineer
421091,Vitali,Thiran,9999-01-01,Senior Staff
421093,Hatim,Mullainathan,1991-08-22,Engineer
421095,Arto,Baca,9999-01-01,Senior Engineer
421097,Sashi,Usery,9999-01-01,Staff
421103,Yakkov,Showalter,2001-11-02,Staff
421108,Krister,Gulla,9999-01-01,Senior Staff
421111,Ziva,Benzmuller,9999-01-01,Senior Staff
421118,Jessie,Quaggetto,9999-01-01,Engineer
421119,Arto,Moffat,9999-01-01,Senior Staff
421122,Danny,Schnelling,9999-01-01,Staff
421125,Shimshon,Cyre,9999-01-01,Technique Leader
421126,Ioana,Oxman,9999-01-01,Senior Staff
421127,Kiyotoshi,Krohn,9999-01-01,Staff
421128,Faiza,Polupanov,9999-01-01,Senior Staff
421133,Francesca,Brizzi,9999-01-01,Engineer
421138,Xianlong,Schade,2000-02-27,Senior Staff
421140,Xiaoqiang,Brookner,2000-07-14,Staff
421141,Perry,Navazio,9999-01-01,Engineer
421154,Manohar,Gulla,9999-01-01,Senior Staff
421161,Evgueni,DuCasse,9999-01-01,Senior Staff
421162,Krister,Cherinka,9999-01-01,Senior Engineer
421166,Hilary,Montemayor,1994-06-21,Engineer
421167,Karoline,Talmon,9999-01-01,Senior Engineer
421172,Heejo,Danley,9999-01-01,Senior Staff
421179,Younwoo,Atchley,9999-01-01,Senior Staff
421180,Pranay,Lindenbaum,9999-01-01,Senior Staff
421182,Akeel,Templeman,9999-01-01,Senior Staff
421184,Maia,Demizu,2000-01-30,Engineer
421189,Hideyuki,Heering,9999-01-01,Senior Engineer
421190,Serif,Pelc,9999-01-01,Senior Staff
421191,Ranga,Kumaresan,9999-01-01,Staff
421193,Taiji,Ranum,9999-01-01,Technique Leader
421195,Kazuyasu,Leppanen,9999-01-01,Staff
421197,Zeljko,Conde,2002-04-19,Senior Staff
421199,Irene,Laurillard,9999-01-01,Senior Engineer
421200,Jiakeng,Michaels,9999-01-01,Senior Engineer
421203,Gudjon,Vieth,1998-06-11,Engineer
421205,Kensyu,Scallan,9999-01-01,Senior Engineer
421214,Barton,Duclos,1996-10-15,Staff
421222,Atreyi,Cappello,9999-01-01,Senior Staff
421223,Kannan,Dulin,9999-01-01,Technique Leader
421224,Ebru,Atrawala,1994-06-01,Senior Staff
421225,Froduald,Miara,9999-01-01,Senior Engineer
421227,Conrado,Cesareni,9999-01-01,Senior Staff
421228,Kirk,Verhaegen,9999-01-01,Senior Engineer
421236,Rosalyn,Vidal,9999-01-01,Technique Leader
421241,Mostafa,Chleq,9999-01-01,Senior Staff
421243,Renny,Neimat,9999-01-01,Senior Staff
421244,Ortrun,Ladret,9999-01-01,Senior Staff
421247,Teruyuki,Cannard,1997-02-21,Senior Engineer
421249,Francesca,Raoux,9999-01-01,Engineer
421251,Fumitaka,Assaf,9999-01-01,Senior Staff
421254,Aran,Barreiro,9999-01-01,Engineer
421261,Sadok,Ouhyoung,1993-03-03,Technique Leader
421264,Valeri,Uchoa,9999-01-01,Senior Staff
421268,Haldun,Lores,9999-01-01,Senior Engineer
421275,Gaurav,Bressoud,9999-01-01,Senior Staff
421283,Eldridge,Bressoud,9999-01-01,Senior Staff
421284,Lalit,Iwayama,9999-01-01,Senior Staff
421288,Hatem,Lieberherr,9999-01-01,Senior Engineer
421289,Remko,Cronan,9999-01-01,Senior Staff
421294,Abdulla,Kowalchuk,9999-01-01,Senior Staff
421296,Guttorm,Krogh,9999-01-01,Engineer
421299,Duro,Ratnaker,9999-01-01,Engineer
421300,Arumugam,Chimia,9999-01-01,Senior Engineer
421301,Xiaocheng,Quadeer,9999-01-01,Senior Staff
421304,Kwee,Acton,9999-01-01,Senior Engineer
421308,Jungsoon,Krohm,9999-01-01,Senior Staff
421318,Filipp,Serna,9999-01-01,Senior Engineer
421319,Ranga,Maccarone,9999-01-01,Senior Staff
421323,Kristen,Erbe,9999-01-01,Senior Engineer
421324,Boaz,Heuter,9999-01-01,Staff
421326,Val,Covnot,9999-01-01,Senior Engineer
421327,Perla,Menyhert,9999-01-01,Senior Engineer
421337,Mabo,Kavraki,9999-01-01,Staff
421339,Ult,Markovitch,9999-01-01,Senior Engineer
421345,Salvador,Hartvigsen,9999-01-01,Senior Engineer
421347,Erzsebet,Bahk,9999-01-01,Engineer
421358,KayLiang,Litecky,9999-01-01,Senior Engineer
421359,Kristine,Quaggetto,1995-06-18,Engineer
421364,Huican,Ramalingam,9999-01-01,Senior Staff
421372,Guoxiang,Trachtenberg,9999-01-01,Staff
421376,Weijing,Ranon,9999-01-01,Staff
421379,Byong,Wixon,9999-01-01,Technique Leader
421383,Pasqua,Adachi,9999-01-01,Engineer
421388,Elzbieta,Bernatsky,9999-01-01,Senior Staff
421390,Lijia,Barbanera,9999-01-01,Senior Staff
421392,Seongbin,Bazzichi,9999-01-01,Senior Engineer
421393,Serenella,Munos,1997-05-17,Senior Staff
421395,Edwin,Wissmann,9999-01-01,Senior Staff
421396,KayLiang,Zaiane,9999-01-01,Senior Engineer
421399,Val,Schiper,2000-07-08,Engineer
421401,Jaewon,Litzler,9999-01-01,Engineer
421404,Tooru,Dalton,9999-01-01,Senior Staff
